	Site Name	Type	Billing Address	Billing City	Billing State/Province	Billing Zip/Postal Code	Grant	# Full Time Slots	# Three Quarter Time Slots	# Half Time Slots	# Reduced Half Time Slots	# Quarter-Time Slots	# Minimum Time Slots	# Abbreviated Time Slots	full_address	googleMaps_lat_long	googleMaps_clean_address
308	The Alliance 	Nonprofit	6440 Hillcroft St 	Houston	TX	77081-3104	21-22 Literacy Coalition of Central Texas ACTX	3							6440 Hillcroft St, Houston, TX 77081-3104	(29.7110163, -95.4940041)	6440 Hillcroft St, Houston, TX 77081, USA
309	Baker Ripley	Nonprofit	6001 Gulf Freeway Bldg C3	Houston	TX	77023-5423	21-22 Literacy Coalition of Central Texas ACTX	3							6001 Gulf Freeway Bldg C3, Houston, TX 77023-5423	(29.7160153, -95.3118331)	6001 Gulf Fwy c3, Houston, TX 77023, USA
310	Chinese Community Centers	Nonprofit	9800 Town Park Dr	Houston	TX	77036-2316	21-22 Literacy Coalition of Central Texas ACTX	1							9800 Town Park Dr, Houston, TX 77036-2316	(29.7126827, -95.55437529999999)	9800 Town Park Dr, Houston, TX 77036, USA
311	Adult Education Center	Nonprofit	2246 Washington St	Pearland	TX	77072-4925	21-22 Literacy Coalition of Central Texas ACTX	2							2246 Washington St, Pearland, TX 77072-4925	(29.5657322, -95.2897704)	2246 Washington St, Pearland, TX 77581, USA
312	SEDES 	Nonprofit	7037 Capital Street E 221	Houston	TX	77011-4643	21-22 Literacy Coalition of Central Texas ACTX	2							7037 Capital Street E 221, Houston, TX 77011-4643	(29.7345052, -95.30102099999999)	7037 Capitol St #221, Houston, TX 77011, USA
313	YMCA International Services	Nonprofit	6300 Westpark Dr #600	Houston	TX	77057-2202	21-22 Literacy Coalition of Central Texas ACTX	2							6300 Westpark Dr #600, Houston, TX 77057-2202	(29.7241954, -95.49670780000001)	6300 Westpark Dr #600, Houston, TX 77057, USA
314	VOATX	Nonprofit	4808 Yale St	Conroe	TX	77304-2202	21-22 Literacy Coalition of Central Texas ACTX	2							4808 Yale St, Conroe, TX 77304-2202	(29.8365921, -95.4023495)	4808 Yale St, Houston, TX 77018, USA
315	Memorial Assistance Ministries 	Nonprofit	1625 Blalock Rd	Houston	TX	77080-7320	21-22 Literacy Coalition of Central Texas ACTX	2							1625 Blalock Rd, Houston, TX 77080-7320	(29.800757, -95.5250683)	1625 Blalock Rd, Houston, TX 77080, USA
316	Legacy Southwest Clinic	Nonprofit	6441 High Star Dr	Houston	TX	 77074-5005	21-22 Legacy Community Health Services ACTX	4		0		0			6441 High Star Dr, Houston, TX 77074-5005	(29.7103852, -95.49560609999999)	6441 High Star Dr, Houston, TX 77074, USA
317	Lecay Montrose Clinic	Nonprofit	1415 California St	Houston	TX	77006-2602	21-22 Legacy Community Health Services ACTX	3		0		0			1415 California St, Houston, TX 77006-2602	(29.7450095, -95.39403689999999)	1415 California St, Houston, TX 77006, USA
318	Legacy Fifth Ward Lyons Clinic	Nonprofit	3811 Lyons Ave. 	Houston	TX	77020-8306	21-22 Legacy Community Health Services ACTX	4		5		5			3811 Lyons Ave., Houston, TX 77020-8306	(29.7762137, -95.3315523)	3811 Lyons Ave, Houston, TX 77020, USA
319	Legacy Mapleridge Clinic	Nonprofit	6550 Mapleridge St Ste 106	Houston	TX	77081-4629	21-22 Legacy Community Health Services ACTX	3		5		5			6550 Mapleridge St Ste 106, Houston, TX 77081-4629	(29.7098313, -95.47475209999999)	6550 Mapleridge St #106, Houston, TX 77081, USA
320	Legacy San Jacinto Clinic	Nonprofit	4301 Garth Rd Ste 302	Baytown	TX	77521-3158	21-22 Legacy Community Health Services ACTX	2		5		5			4301 Garth Rd Ste 302, Baytown, TX 77521-3158	(29.7682066, -94.9799594)	4301 Garth Rd Ste 302, Baytown, TX 77521, USA
321	Legacy Santa Clara Clinic	Nonprofit	5616 Lawndale St Ste A108	Houston	TX	77023-3821	21-22 Legacy Community Health Services ACTX	4		5		5			5616 Lawndale St Ste A108, Houston, TX 77023-3821	(29.7261181, -95.3167038)	5616 Lawndale St a108, Houston, TX 77023, USA
322	Akins High School	Education-K thru 12	10701 S 1st St	AUSTIN	TX	78748-3807	21-22 College Advising Corps ACTX	1							10701 S 1st St, AUSTIN, TX 78748-3807	(30.14970839999999, -97.80025900000001)	10701 S 1st St, Austin, TX 78748, USA
323	Aldine High School	Education-K thru 12	11101 Airline Dr	HOUSTON	TX	77037-1113	21-22 College Advising Corps ACTX	1							11101 Airline Dr, HOUSTON, TX 77037-1113	(29.9167419, -95.4075359)	11101 Airline Dr, Houston, TX 77037, USA
324	B.F. Terry High School	Education-K thru 12	5500 Ave N	ROSENBERG	TX	77471-5652	21-22 College Advising Corps ACTX	1							5500 Ave N, ROSENBERG, TX 77471-5652	(29.5441558, -95.7729437)	5500 Avenue N, Rosenberg, TX 77471, USA
325	Blanson CTE High School	Education-K thru 12	311 W Rd	HOUSTON	TX	77038-2603	21-22 College Advising Corps ACTX	1							311 W Rd, HOUSTON, TX 77038-2603	(29.9147724, -95.4201587)	311 West Road, Houston, TX 77038, USA
326	Brackenridge High School	Education-K thru 12	400 Eagleland St	SAN ANTONIO	TX	78210-1230	21-22 College Advising Corps ACTX	1							400 Eagleland St, SAN ANTONIO, TX 78210-1230	(29.404712, -98.4903348)	400 Eagleland Dr, San Antonio, TX 78210, USA
327	Burbank High School	Education-K thru 12	1002 Edwards St	SAN ANTONIO	TX	78204-2621	21-22 College Advising Corps ACTX	1							1002 Edwards St, SAN ANTONIO, TX 78204-2621	(29.3928838, -98.5092028)	1002 Edwards, San Antonio, TX 78204, USA
328	C.E. King High School	Education-K thru 12	11433 E Sam Houston Pkwy N	HOUSTON	TX	77044-0002	21-22 College Advising Corps ACTX	2							11433 E Sam Houston Pkwy N, HOUSTON, TX 77044-0002	(29.8765405, -95.1963583)	11433 East Sam Houston Pkwy N, Houston, TX 77044, USA
329	Cleveland High School	Education-K thru 12	1600 E Houston St	CLEVELAND	TX	77327-4743	21-22 College Advising Corps ACTX	1							1600 E Houston St, CLEVELAND, TX 77327-4743	(30.3379927, -95.06848989999999)	1600 E Houston St, Cleveland, TX 77327, USA
330	Cypress Springs High School	Education-K thru 12	7909 Fry Rd	CYPRESS	TX	77433-3240	21-22 College Advising Corps ACTX	1							7909 Fry Rd, CYPRESS, TX 77433-3240	(29.8936065, -95.7211179)	7909 Fry Rd, Cypress, TX 77433, USA
331	Davis High School	Education-K thru 12	12525 Ella Blvd	HOUSTON	TX	77067-4253	21-22 College Advising Corps ACTX	1							12525 Ella Blvd, HOUSTON, TX 77067-4253	(29.9544366, -95.4329061)	12525 Ella Blvd, Houston, TX 77067, USA
332	Del Valle High School	Education-K thru 12	5201 Ross Rd	DEL VALLE	TX	78617-3202	21-22 College Advising Corps ACTX	1							5201 Ross Rd, DEL VALLE, TX 78617-3202	(30.18012419999999, -97.61226889999999)	5201 Ross Rd, Del Valle, TX 78617, USA
333	DeSoto High School	Education-K thru 12	600 Eagle Dr	DESOTO	TX	75115-6006	21-22 College Advising Corps ACTX	1							600 Eagle Dr, DESOTO, TX 75115-6006	(32.5805916, -96.8706184)	600 Eagle Dr, DeSoto, TX 75115, USA
334	Dubiski High School	Education-K thru 12	2990 S Hwy 161	GRAND PRAIRIE	TX	75052-7247	21-22 College Advising Corps ACTX	1							2990 S Hwy 161, GRAND PRAIRIE, TX 75052-7247	(32.7005095, -97.0233828)	2990 State Hwy 161, Grand Prairie, TX 75052, USA
335	Duncanville High School	Education-K thru 12	900 W Camp Wisdom	DUNCANVILLE	TX	75116-3021	21-22 College Advising Corps ACTX	2							900 W Camp Wisdom, DUNCANVILLE, TX 75116-3021	(32.6591566, -96.9293521)	900 W Camp Wisdom Rd, Duncanville, TX 75116, USA
336	Edgewood Fine Arts STEM Academy 	Education-K thru 12	607 SW 34th St	SAN ANTONIO	TX	78237	21-22 College Advising Corps ACTX	1							607 SW 34th St, SAN ANTONIO, TX 78237	(29.4217888, -98.56926879999999)	607 SW 34th St, San Antonio, TX 78237, USA
337	Edison High School 	Education-K thru 12	701 Santa Monica St	SAN ANTONIO	TX	78212-1828	21-22 College Advising Corps ACTX	1							701 Santa Monica St, SAN ANTONIO, TX 78212-1828	(29.4717598, -98.50650089999999)	701 Santa Monica St, San Antonio, TX 78212, USA
338	Eisenhower High School	Education-K thru 12	7922 Antoine Dr	HOUSTON	TX	77088-4312	21-22 College Advising Corps ACTX	1							7922 Antoine Dr, HOUSTON, TX 77088-4312	(29.8820641, -95.47073639999999)	7922 Antoine Dr, Houston, TX 77088, USA
339	Elsik High School	Education-K thru 12	12601 High Star	HOUSTON	TX	77072-1117	21-22 College Advising Corps ACTX	1							12601 High Star, HOUSTON, TX 77072-1117	(29.7095305, -95.6035823)	12601 High Star Dr, Houston, TX 77072, USA
340	El Dorado High School	Education-K thru 12	205 W Fields Ave	ELDORADO	TX	76936-2142	21-22 College Advising Corps ACTX	1							205 W Fields Ave, ELDORADO, TX 76936-2142	(30.8633019, -100.6007423)	205 W Fields Ave, Eldorado, TX 76936, USA
341	Fox Tech High School	Education-K thru 12	637 N Main Ave	SAN ANTONIO	TX	78205-1203	21-22 College Advising Corps ACTX	1							637 N Main Ave, SAN ANTONIO, TX 78205-1203	(29.432498, -98.494968)	637 N Main Ave, San Antonio, TX 78205, USA
342	Grand Prairie High School	Education-K thru 12	101 Gopher Blvd	GRAND PRAIRIE	TX	75050-3740	21-22 College Advising Corps ACTX	1							101 Gopher Blvd, GRAND PRAIRIE, TX 75050-3740	(32.7544694, -97.00334079999999)	101 Gopher Blvd, Grand Prairie, TX 75051, USA
343	Hanna High School	Education-K thru 12	2615 Price Rd	BROWNSVILLE	TX	78521-2430	21-22 College Advising Corps ACTX	1							2615 Price Rd, BROWNSVILLE, TX 78521-2430	(25.9400298, -97.48061829999999)	2615 E Price Rd, Brownsville, TX 78521, USA
344	Harlandale High School	Education-K thru 12	114 E Gerald Ave	SAN ANTONIO	TX	78214-2119	21-22 College Advising Corps ACTX	1							114 E Gerald Ave, SAN ANTONIO, TX 78214-2119	(29.3647553, -98.50277)	114 E Gerald Ave, San Antonio, TX 78214, USA
345	Harlingen South High School	Education-K thru 12	1701 Dixieland Rd	HARLINGEN	TX	78552-3321	21-22 College Advising Corps ACTX	1							1701 Dixieland Rd, HARLINGEN, TX 78552-3321	(26.1767406, -97.7190972)	1701 Dixieland Rd, Harlingen, TX 78552, USA
346	Hastings High School	Education-K thru 12	4410 Cook Rd	HOUSTON	TX	77072-1105	21-22 College Advising Corps ACTX	1							4410 Cook Rd, HOUSTON, TX 77072-1105	(29.70978, -95.5976716)	4410 Cook Rd, Houston, TX 77072, USA
347	Hidalgo High School	Education-K thru 12	910 E Pirate Dr	HIDALGO	TX	78557-4200	21-22 College Advising Corps ACTX	1							910 E Pirate Dr, HIDALGO, TX 78557-4200	(26.0968733, -98.2533248)	910 E Pirate Dr, Hidalgo, TX 78557, USA
348	Highlands High School	Education-K thru 12	3118 Elgin Ave	SAN ANTONIO	TX	78210-5536	21-22 College Advising Corps ACTX	1							3118 Elgin Ave, SAN ANTONIO, TX 78210-5536	(29.3882158, -98.44258549999999)	3118 Elgin Ave, San Antonio, TX 78210, USA
349	Horn High School	Education-K thru 12	3300 E Cartwright Rd	MESQUITE	TX	75181-2530	21-22 College Advising Corps ACTX	1							3300 E Cartwright Rd, MESQUITE, TX 75181-2530	(32.7312777, -96.55732169999999)	3300 E Cartwright Rd, Mesquite, TX 75181, USA
350	Jefferson High School	Education-K thru 12	723 Donaldson Ave	SAN ANTONIO	TX	78201-4852	21-22 College Advising Corps ACTX	1							723 Donaldson Ave, SAN ANTONIO, TX 78201-4852	(29.4659605, -98.5399056)	723 Donaldson Ave, San Antonio, TX 78201, USA
351	Juarez Lincoln High School	Education-K thru 12	7801 W Mile 7 Rd	MISSION	TX	78574-6691	21-22 College Advising Corps ACTX	1							7801 W Mile 7 Rd, MISSION, TX 78574-6691	(26.3270587, -98.39098589999999)	7801 W Mile 7 Rd, Mission, TX 78574, USA
352	Katy High School	Education-K thru 12	6331 Hwy Blvd	KATY	TX	77494-1107	21-22 College Advising Corps ACTX	1							6331 Hwy Blvd, KATY, TX 77494-1107	(29.7848552, -95.8322623)	6331 Hwy Blvd, Katy, TX 77494, USA
353	Kennedy High School	Education-K thru 12	1922 S General Mcmullen Dr	SAN ANTONIO	TX	78226-1129	21-22 College Advising Corps ACTX	1							1922 S General Mcmullen Dr, SAN ANTONIO, TX 78226-1129	(29.39556189999999, -98.55725179999999)	1922 S General McMullen Dr, San Antonio, TX 78226, USA
354	KIPP Austin Collegiate	Education-K thru 12	8004 Cameron Rd	AUSTIN	TX	78754-3808	21-22 College Advising Corps ACTX	1							8004 Cameron Rd, AUSTIN, TX 78754-3808	(30.3359989, -97.6861833)	8004 Cameron Rd, Austin, TX 78754, USA
355	KIPP Generations Collegiate	Education-K thru 12	500 Tidwell Rd	HOUSTON	TX	77022-2122	21-22 College Advising Corps ACTX	1							500 Tidwell Rd, HOUSTON, TX 77022-2122	(29.8438537, -95.3694197)	500 Tidwell Rd, Houston, TX 77022, USA
356	KIPP Northeast College Prep	Education-K thru 12	9680 Mesa Dr	HOUSTON	TX	77078-3015	21-22 College Advising Corps ACTX	1							9680 Mesa Dr, HOUSTON, TX 77078-3015	(29.8526753, -95.2614449)	9680 Mesa Dr, Houston, TX 77078, USA
357	KIPP Sunnyside High School	Education-K thru 12	11000 Scott St	HOUSTON	TX	77047-1500	21-22 College Advising Corps ACTX	1							11000 Scott St, HOUSTON, TX 77047-1500	(29.6380746, -95.3705236)	11000 Scott St, Houston, TX 77047, USA
358	Klein Forest High School	Education-K thru 12	11400 Misty Vly	HOUSTON	TX	77066-3402	21-22 College Advising Corps ACTX	1							11400 Misty Vly, HOUSTON, TX 77066-3402	(29.9671737, -95.4994121)	11400 Misty Valley Dr, Houston, TX 77066, USA
359	La Joya High School	Education-K thru 12	7801 W Mile 7 Rd	Mission	TX	78574	21-22 College Advising Corps ACTX	1							7801 W Mile 7 Rd, Mission, TX 78574	(26.3270587, -98.39098589999999)	7801 W Mile 7 Rd, Mission, TX 78574, USA
360	Lamar Consolidated High School	Education-K thru 12	4606 Mustang Ave	ROSENBERG	TX	77471-2121	21-22 College Advising Corps ACTX	1							4606 Mustang Ave, ROSENBERG, TX 77471-2121	(29.5600063, -95.7780485)	4606 Mustang Ave, Rosenberg, TX 77471, USA
361	Lancaster High School 	Education-K thru 12	200 E Wintergreen Rd	LANCASTER	TX	75134-3477	21-22 College Advising Corps ACTX	1							200 E Wintergreen Rd, LANCASTER, TX 75134-3477	(32.6170917, -96.7617787)	200 E Wintergreen Rd, Lancaster, TX 75134, USA
362	Lanier High School	Education-K thru 12	1514 W Cesar E Chavez Blvd	SAN ANTONIO	TX	78207-3936	21-22 College Advising Corps ACTX	1							1514 W Cesar E Chavez Blvd, SAN ANTONIO, TX 78207-3936	(29.4223059, -98.5172595)	1514 W César E Chávez Blvd, San Antonio, TX 78207, USA
363	Legacy of Educational Excellence High School	Education-K thru 12	1400 Jackson Keller Rd	SAN ANTONIO	TX	78213-3206	21-22 College Advising Corps ACTX	1							1400 Jackson Keller Rd, SAN ANTONIO, TX 78213-3206	(29.5065173, -98.51512149999999)	1400 Jackson Keller Rd, San Antonio, TX 78213, USA
364	Lopez High School	Education-K thru 12	3205 S Dakota Ave	BROWNSVILLE	TX	78521-6245	21-22 College Advising Corps ACTX	1							3205 S Dakota Ave, BROWNSVILLE, TX 78521-6245	(25.8819027, -97.42123629999999)	3205 S Dakota Ave, Brownsville, TX 78521, USA
365	MacArthur High School	Education-K thru 12	2923 Macarthur View	SAN ANTONIO	TX	78217-4505	21-22 College Advising Corps ACTX	1							2923 Macarthur View, SAN ANTONIO, TX 78217-4505	(29.5299611, -98.4410429)	2923 MacArthur View, San Antonio, TX 78217, USA
366	MacArthur High School (Houston)	Education-K thru 12	4400 Aldine Mail Rt	HOUSTON	TX	77039-5913	21-22 College Advising Corps ACTX	1							4400 Aldine Mail Rt, HOUSTON, TX 77039-5913	(29.9016011, -95.3277334)	4400 Aldine Mail Rte Rd, Houston, TX 77039, USA
367	Madison High School	Education-K thru 12	5005 Stahl Rd	SAN ANTONIO	TX	78247-1710	21-22 College Advising Corps ACTX	1							5005 Stahl Rd, SAN ANTONIO, TX 78247-1710	(29.5848083, -98.3920639)	5005 Stahl Rd, San Antonio, TX 78247, USA
368	Mayde Creek High School	Education-K thru 12	19202 Groschke Rd	HOUSTON	TX	77084-5600	21-22 College Advising Corps ACTX	1							19202 Groschke Rd, HOUSTON, TX 77084-5600	(29.8062573, -95.6952733)	19202 Groeschke Rd, Houston, TX 77084, USA
369	McCollum High School	Education-K thru 12	500 W Formosa Blvd	SAN ANTONIO	TX	78221-2732	21-22 College Advising Corps ACTX	1							500 W Formosa Blvd, SAN ANTONIO, TX 78221-2732	(29.342997, -98.5121192)	500 W Formosa Blvd, San Antonio, TX 78221, USA
370	Memorial High School	Education-K thru 12	1227 Memorial St	SAN ANTONIO	TX	78228-6155	21-22 College Advising Corps ACTX	1							1227 Memorial St, SAN ANTONIO, TX 78228-6155	(29.446713, -98.5644188)	1227 Memorial St, San Antonio, TX 78228, USA
371	Mesquite High School	Education-K thru 12	300 E Davis St	MESQUITE	TX	75149-4610	21-22 College Advising Corps ACTX	1							300 E Davis St, MESQUITE, TX 75149-4610	(32.7650446, -96.5950074)	300 E Davis St, Mesquite, TX 75149, USA
372	Morton Ranch High School	Education-K thru 12	21000 Franz Rd	KATY	TX	77449-5729	21-22 College Advising Corps ACTX	1							21000 Franz Rd, KATY, TX 77449-5729	(29.803736, -95.7452867)	21000 Franz Rd, Katy, TX 77449, USA
373	Navarro Early College High School	Education-K thru 12	1201 Peyton Gin Rd	AUSTIN	TX	78758-6616	21-22 College Advising Corps ACTX	1							1201 Peyton Gin Rd, AUSTIN, TX 78758-6616	(30.3602094, -97.7083219)	1201 Payton Gin Rd, Austin, TX 78758, USA
374	Navasota High School	Education-K thru 12	9238 Hwy 90	NAVASOTA	TX	77868-4776	21-22 College Advising Corps ACTX	1							9238 Hwy 90, NAVASOTA, TX 77868-4776	(30.2817636, -82.9512785)	9238 US-90, Live Oak, FL 32060, USA
375	Nimitz High School	Education-K thru 12	2005 W W Thorne Dr	HOUSTON	TX	77073-3301	21-22 College Advising Corps ACTX	1							2005 W W Thorne Dr, HOUSTON, TX 77073-3301	(30.0061143, -95.38761980000001)	2005 W W Thorne Dr, Houston, TX 77073, USA
376	North Garland High School	Education-K thru 12	2109 W Buckingham Rd	GARLAND	TX	75042-5031	21-22 College Advising Corps ACTX	1							2109 W Buckingham Rd, GARLAND, TX 75042-5031	(32.9313904, -96.6593018)	2109 W Buckingham Rd, Garland, TX 75044, USA
377	North Mesquite High School	Education-K thru 12	18201 Lbj Fwy	MESQUITE	TX	75150-4124	21-22 College Advising Corps ACTX	1							18201 Lbj Fwy, MESQUITE, TX 75150-4124	(32.8086944, -96.6294921)	18201 Lyndon B Johnson Fwy, Mesquite, TX 75150, USA
378	Pace High School	Education-K thru 12	314 W Los Ebanos Blvd	BROWNSVILLE	TX	78520-4628	21-22 College Advising Corps ACTX	1							314 W Los Ebanos Blvd, BROWNSVILLE, TX 78520-4628	(25.9355264, -97.52489349999999)	314 W Los Ebanos Blvd, Brownsville, TX 78520, USA
379	Palmview High School	Education-K thru 12	3901 N La Homa Rd	MISSION	TX	78574-5752	21-22 College Advising Corps ACTX	1							3901 N La Homa Rd, MISSION, TX 78574-5752	(26.2587712, -98.3577669)	3901 N La Homa Rd, Mission, TX 78574, USA
380	Pasadena High School	Education-K thru 12	206 S Shaver	PASADENA	TX	77506-2016	21-22 College Advising Corps ACTX	1							206 S Shaver, PASADENA, TX 77506-2016	(29.7089633, -95.2108564)	206 Shaver St, Pasadena, TX 77506, USA
381	Pasadena Memorial High School	Education-K thru 12	4410 Crenshaw	PASADENA	TX	77504-3629	21-22 College Advising Corps ACTX	1							4410 Crenshaw, PASADENA, TX 77504-3629	(29.6384854, -95.1746532)	4410 Crenshaw Rd, Pasadena, TX 77504, USA
382	Porter High School	Education-K thru 12	3500 International Blvd	BROWNSVILLE	TX	78521-3230	21-22 College Advising Corps ACTX	1							3500 International Blvd, BROWNSVILLE, TX 78521-3230	(25.913452, -97.4713967)	3500 International Blvd, Brownsville, TX 78521, USA
383	Poteet High School	Education-K thru 12	3300 Poteet Dr	MESQUITE	TX	75150-4760	21-22 College Advising Corps ACTX	1							3300 Poteet Dr, MESQUITE, TX 75150-4760	(32.8072124, -96.6093763)	3300 Poteet Dr, Mesquite, TX 75150, USA
384	PSJA Memorial High School	Education-K thru 12	800 S Alamo Rd	ALAMO	TX	78516-9516	21-22 College Advising Corps ACTX	1							800 S Alamo Rd, ALAMO, TX 78516-9516	(26.173555, -98.1231036)	800 S Alamo Rd, Alamo, TX 78516, USA
385	PSJA North Early College High School	Education-K thru 12	500 E Nolana Loop	PHARR	TX	78577-5840	21-22 College Advising Corps ACTX	1							500 E Nolana Loop, PHARR, TX 78577-5840	(26.2288384, -98.172782)	500 E Nolana Loop, Pharr, TX 78577, USA
386	Richardson High School	Education-K thru 12	1250 W Belt Line Rd	RICHARDSON	TX	75080-5850	21-22 College Advising Corps ACTX	1							1250 W Belt Line Rd, RICHARDSON, TX 75080-5850	(32.9528522, -96.7622806)	1250 W Belt Line Rd, Richardson, TX 75080, USA
387	Rivera High School	Education-K thru 12	6955 FM 802	BROWNSVILLE	TX	78526-6920	21-22 College Advising Corps ACTX	1							6955 FM 802, BROWNSVILLE, TX 78526-6920	(25.9396561, -97.41633630000001)	6955 Ruben M Torres Blvd, Brownsville, TX 78521, USA
388	Roosevelt High School	Education-K thru 12	5110 Walzem Rd	SAN ANTONIO	TX	78218-2119	21-22 College Advising Corps ACTX	2							5110 Walzem Rd, SAN ANTONIO, TX 78218-2119	(29.50790499999999, -98.39024189999999)	5110 Walzem Rd, San Antonio, TX 78218, USA
389	Rudder High School	Education-K thru 12	3251 Austins Colony Pkwy	BRYAN	TX	77808-2276	21-22 College Advising Corps ACTX	1							3251 Austins Colony Pkwy, BRYAN, TX 77808-2276	(30.6879605, -96.3417178)	3251 Austins Colony Pkwy, Bryan, TX 77808, USA
390	Sam Houston High School	Education-K thru 12	4635 E Houston St	SAN ANTONIO	TX	78220-1717	21-22 College Advising Corps ACTX	1							4635 E Houston St, SAN ANTONIO, TX 78220-1717	(29.4260283, -98.3999197)	4635 E Houston St, San Antonio, TX 78220, USA
391	Sam Rayburn High School	Education-K thru 12	2121 Cherrybrook Ln	PASADENA	TX	77502-4101	21-22 College Advising Corps ACTX	1							2121 Cherrybrook Ln, PASADENA, TX 77502-4101	(29.6777647, -95.1821616)	2121 Cherry Brook Ln, Pasadena, TX 77502, USA
392	San Marcos High School	Education-K thru 12	2601 Rattler Rd	SAN MARCOS	TX	78666-6453	21-22 College Advising Corps ACTX	1							2601 Rattler Rd, SAN MARCOS, TX 78666-6453	(29.8223592, -97.9495815)	2601 Rattler Rd, San Marcos, TX 78666, USA
393	Somerset High School	Education-K thru 12	7650 S Loop 1604 W	SOMERSET	TX	78069	21-22 College Advising Corps ACTX	1							7650 S Loop 1604 W, SOMERSET, TX 78069	(29.2285185, -98.6505193)	7650 S Loop 1604 W, Somerset, TX 78069, USA
394	South Garland High School	Education-K thru 12	600 Colonel Dr	GARLAND	TX	75043-2302	21-22 College Advising Corps ACTX	1							600 Colonel Dr, GARLAND, TX 75043-2302	(32.8722564, -96.62039329999999)	600 Colonel Dr, Garland, TX 75043, USA
395	South Grand Prairie High School	Education-K thru 12	301 W Warrior Trl	GRAND PRAIRIE	TX	75052-5718	21-22 College Advising Corps ACTX	1							301 W Warrior Trl, GRAND PRAIRIE, TX 75052-5718	(32.6953413, -97.0043204)	301 W Warrior Trail, Grand Prairie, TX 75052, USA
396	South Houston High School	Education-K thru 12	3820 S Shaver	SO HOUSTON	TX	77587-5206	21-22 College Advising Corps ACTX	1							3820 S Shaver, SO HOUSTON, TX 77587-5206	(29.6527505, -95.2116617)	3820 Shaver St, South Houston, TX 77587, USA
397	Southwest High School 	Education-K thru 12	11690 Dragon Ln	SAN ANTONIO	TX	78252-2647	21-22 College Advising Corps ACTX	1							11690 Dragon Ln, SAN ANTONIO, TX 78252-2647	(29.307749, -98.6742427)	11690 Dragon Ln, San Antonio, TX 78252, USA
398	Taylor High School	Education-K thru 12	7555 Howell Sugar Land Rd	HOUSTON	TX	77083-3338	21-22 College Advising Corps ACTX	1							7555 Howell Sugar Land Rd, HOUSTON, TX 77083-3338	(29.6958642, -95.6323231)	7555 Howell Sugar Land Rd, Houston, TX 77083, USA
399	Travis B. Bryan High School	Education-K thru 12	3450 Campus Dr	BRYAN	TX	77802-3300	21-22 College Advising Corps ACTX	1							3450 Campus Dr, BRYAN, TX 77802-3300	(30.6554172, -96.3348711)	3450 Campus Dr, Bryan, TX 77802, USA
400	Veterans Memorial Early College High School	Education-K thru 12	4550 U S Military Hwy 281	BROWNSVILLE	TX	78520-4020	21-22 College Advising Corps ACTX	1							4550 U S Military Hwy 281, BROWNSVILLE, TX 78520-4020	(25.952183, -97.55768169999999)	281 Military Rd, Brownsville, TX 78520, USA
401	Vangaurd Acadamy	Education-K thru 12	1200 E Kelly Ave	PHARR	TX	78577-5033	21-22 College Advising Corps ACTX	1							1200 E Kelly Ave, PHARR, TX 78577-5033	(26.1889249, -98.17037520000001)	1200 E Kelly Ave, Pharr, TX 78577, USA
402	West Mesquite High School	Education-K thru 12	2500 Memorial Pkwy	MESQUITE	TX	75149-3702	21-22 College Advising Corps ACTX	1							2500 Memorial Pkwy, MESQUITE, TX 75149-3702	(32.7614092, -96.63558650000002)	2500 Memorial Blvd, Mesquite, TX 75149, USA
403	Casa Linda United Methodist Church	Church	1800 Barnes Bridge Road	Dallas	TX	75228-2123	21-22 Project Transformation ACTX			0		12	0		1800 Barnes Bridge Road, Dallas, TX 75228-2123	(32.8503084, -96.67772060000001)	1800 Barnes Bridge Rd, Dallas, TX 75228, USA
404	Chapel Hill United Methodist Church	Church	12411 Templeton Trail	Farmers Branch	TX	75234-6541	21-22 Project Transformation ACTX	1		2		13			12411 Templeton Trail, Farmers Branch, TX 75234-6541	(32.9164847, -96.8651737)	12411 Templeton Trail, Farmers Branch, TX 75234, USA
405	Christ's Foundry United Methodist Mission	Church	3363 Park Lane	Dallas	TX	75220-1626	21-22 Project Transformation ACTX	2		1		12			3363 Park Lane, Dallas, TX 75220-1626	(32.8753349, -96.8651307)	3363 Park Ln, Dallas, TX 75220, USA
406	Cockrell Hill United Methodist	Church	4031 W. Clarendon Drive	Dallas	TX	75211	21-22 Project Transformation ACTX			0		12	0		4031 W. Clarendon Drive, Dallas, TX 75211	(32.7353102, -96.88678619999999)	4031 W Clarendon Dr, Dallas, TX 75211, USA
407	Elmwood El Buen Samaritano United Methodist Church	Church	1315 Berkley	Dallas	TX	75224-1221	21-22 Project Transformation ACTX	2		1		13			1315 Berkley, Dallas, TX 75224-1221	(32.7245818, -96.8435119)	1315 Berkley Ave, Dallas, TX 75224, USA
408	Grace United Methodist Church	Church	4105 Junius Street	Dallas	TX	75246-1428	21-22 Project Transformation ACTX			0		12	0		4105 Junius Street, Dallas, TX 75246-1428	(32.7934459, -96.7758798)	4105 Junius St, Dallas, TX 75246, USA
409	Oak Haven United Methodist Church	Church	1600 N. Irving Heights Dr.	Irving	TX	75061-5148	21-22 Project Transformation ACTX		1.0			14			1600 N. Irving Heights Dr., Irving, TX 75061-5148	(32.8315993, -96.9267418)	1600 N Irving Heights Dr, Irving, TX 75061, USA
